ID,Case,Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
31226,4719010,HM325505,09/20/2005 12:00:00 AM,124XX S EMERALD AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,STREET,False,False,523,5,34,53,6,1173582,1822330,2005,04/15/2016 08:55:02 AM,41.667883087,-87.640373852,"(41.667883087, -87.640373852)"
31233,4719019,HL627182,09/21/2005 08:20:00 PM,071XX W ARCHER AVE,560,ASSAULT,SIMPLE,RESTAURANT,False,False,811,8,23,56,08A,1129460,1867227,2005,04/15/2016 08:55:02 AM,41.791950446,-87.80083714,"(41.791950446, -87.80083714)"
9451,4687110,HL628774,09/22/2005 02:10:00 PM,030XX W 23RD ST,890,THEFT,FROM BUILDING,RESIDENCE,False,False,1033,10,24,30,6,1156293,1888561,2005,04/15/2016 08:55:02 AM,41.849995446,-87.701868861,"(41.849995446, -87.701868861)"
7943,4684721,HL628438,09/22/2005 12:54:16 PM,023XX S CHRISTIANA AVE,453,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,"SCHOOL, PUBLIC, GROUNDS",False,False,1024,10,22,30,04B,1154399,1888201,2005,04/15/2016 08:55:02 AM,41.849045571,-87.708829783,"(41.849045571, -87.708829783)"
16998,4698387,HL632793,09/24/2005 02:27:05 PM,012XX N BURLING ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,OTHER,False,False,1822,18,27,8,26,1171084,1908425,2005,04/15/2016 08:55:02 AM,41.904192368,-87.647000785,"(41.904192368, -87.647000785)"
27221,4713848,HM315197,09/24/2005 03:30:00 PM,007XX W 51ST ST,820,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,False,False,935,9,3,61,6,1172012,1871044,2005,04/15/2016 08:55:02 AM,41.801595491,-87.644693208,"(41.801595491, -87.644693208)"
4311,4904663,HL631755,09/24/2005 12:22:13 AM,078XX S ASHLAND AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,611,6,17,71,15,,,2005,08/17/2015 03:03:40 PM,,,
2065,4676283,HM183245,09/25/2005 12:01:00 AM,046XX S LAKE PARK AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,True,2123,2,4,39,20,1185984,1874388,2005,04/15/2016 08:55:02 AM,41.810453067,-87.593347577,"(41.810453067, -87.593347577)"
38560,4729166,HM337700,09/26/2005 02:00:00 PM,001XX W GRAND AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,False,False,1831,18,42,8,11,1174880,1903866,2005,04/15/2016 08:55:02 AM,41.891598048,-87.633193881,"(41.891598048, -87.633193881)"
31240,4719026,HL636867,09/26/2005 02:43:00 PM,034XX W 83RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,834,8,18,70,14,1154813,1849340,2005,04/15/2016 08:55:02 AM,41.742397181,-87.70834727,"(41.742397181, -87.70834727)"
7250,4683622,HM286597,09/26/2005 09:00:00 AM,077XX S MARSHFIELD AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,False,False,611,6,17,71,11,1166690,1853301,2005,04/15/2016 08:55:02 AM,41.753021779,-87.664716919,"(41.753021779, -87.664716919)"
7988,4684800,HL639385,09/27/2005 07:01:00 PM,022XX S KILDARE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,False,False,1013,10,22,29,14,1148294,1888725,2005,04/15/2016 08:55:02 AM,41.85060314,-87.731222468,"(41.85060314, -87.731222468)"
12939,4692035,HM295936,09/27/2005 09:00:00 AM,058XX S WOLCOTT AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,715,7,15,67,6,1164684,1866044,2005,04/15/2016 08:55:02 AM,41.788032837,-87.67170891,"(41.788032837, -87.67170891)"
58235,4758927,HM370193,09/27/2005 09:00:00 AM,053XX W NORTH AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,False,False,2532,25,37,25,11,1140564,1910120,2005,04/15/2016 08:55:02 AM,41.909458983,-87.759068004,"(41.909458983, -87.759068004)"
17012,4698402,HL638455,09/27/2005 11:38:00 AM,009XX N HUDSON AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,OTHER,False,False,1823,18,27,8,26,1173001,1906745,2005,04/15/2016 08:55:02 AM,41.899540054,-87.640009077,"(41.899540054, -87.640009077)"
7146,4683403,HM282654,09/27/2005 12:01:00 AM,047XX N KEDVALE AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,False,False,1722,17,39,14,11,1147860,1931329,2005,04/15/2016 08:55:02 AM,41.967521142,-87.731718617,"(41.967521142, -87.731718617)"
20759,4819678,HM431157,09/28/2005 02:00:00 PM,074XX S EXCHANGE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,False,False,334,3,7,43,7,,,2005,08/17/2015 03:03:40 PM,,,
20458,4703110,HM304381,09/29/2005 03:00:00 PM,036XX N PULASKI RD,820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,False,False,1732,17,30,16,6,1149076,1924088,2005,04/15/2016 08:55:02 AM,41.947627779,-87.72743572,"(41.947627779, -87.72743572)"
27315,4829924,HM442110,09/29/2005 04:00:00 PM,089XX S WALLACE ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2223,22,21,71,6,,,2005,08/17/2015 03:03:40 PM,,,
8434,4685461,HL643342,09/29/2005 05:49:42 PM,024XX S DRAKE AVE,890,THEFT,FROM BUILDING,RESIDENCE,False,False,1024,10,22,30,6,1153090,1887560,2005,04/15/2016 08:55:02 AM,41.847312612,-87.713650953,"(41.847312612, -87.713650953)"
17059,4698456,HL642195,09/29/2005 07:06:00 AM,014XX N SEDGWICK ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,False,False,1821,18,27,8,08B,1173383,1909988,2005,04/15/2016 08:55:02 AM,41.908430535,-87.638509526,"(41.908430535, -87.638509526)"
17096,4698496,HL642197,09/29/2005 07:15:24 AM,003XX W ILLINOIS ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,False,False,1831,18,42,8,08B,1174024,1903552,2005,04/15/2016 08:55:02 AM,41.890755538,-87.636346911,"(41.890755538, -87.636346911)"
13039,4692203,HM296202,09/29/2005 12:00:00 PM,024XX W TAYLOR ST,820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1135,11,28,28,6,1160299,1895638,2005,04/15/2016 08:55:02 AM,41.86933367,-87.686970642,"(41.86933367, -87.686970642)"
31223,4719007,HL645047,09/30/2005 04:18:00 PM,048XX S KILDARE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,815,8,23,57,04A,1148512,1872125,2005,04/15/2016 08:55:02 AM,41.805046239,-87.730849623,"(41.805046239, -87.730849623)"
1062,4786593,HL645291,09/30/2005 05:57:52 PM,003XX E 29TH ST,1661,GAMBLING,GAME/DICE,PARK PROPERTY,True,False,2112,2,4,35,19,,,2005,08/17/2015 03:03:40 PM,,,
17127,4698532,HL645545,09/30/2005 06:42:55 PM,006XX N CLARK ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,OTHER,False,False,1832,18,42,8,10,1175432,1904246,2005,04/15/2016 08:55:02 AM,41.892628411,-87.63115524,"(41.892628411, -87.63115524)"
17191,4698603,HL645836,09/30/2005 10:50:12 PM,006XX N MICHIGAN AVE,890,THEFT,FROM BUILDING,OTHER,False,False,1834,18,42,8,6,1177308,1904958,2005,04/15/2016 08:55:02 AM,41.894539838,-87.624243916,"(41.894539838, -87.624243916)"
54393,4752660,HM365221,09/30/2005 12:00:00 AM,118XX S EGGLESTON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,522,5,34,53,26,1175426,1826413,2005,04/15/2016 08:55:02 AM,41.679046605,-87.633503893,"(41.679046605, -87.633503893)"
24345,4709674,HM314616,10/01/2005 04:00:00 PM,032XX W 55TH ST,890,THEFT,FROM BUILDING,SMALL RETAIL STORE,False,False,822,8,14,63,6,1155837,1867972,2005,04/15/2016 08:55:02 AM,41.793505787,-87.704095857,"(41.793505787, -87.704095857)"
4787,4679933,HL724268,10/01/2005 06:00:00 PM,013XX N HOMAN AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,1422,14,26,23,20,1153458,1908525,2005,04/15/2016 08:55:02 AM,41.904835501,-87.711743161,"(41.904835501, -87.711743161)"
15406,4695869,HM300040,10/01/2005 09:00:00 AM,085XX S ST LAWRENCE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,True,False,632,6,6,44,11,1181729,1848481,2005,04/15/2016 08:55:02 AM,41.739461232,-87.60975375,"(41.739461232, -87.60975375)"
18923,4816490,HM428214,10/01/2005 09:00:00 AM,012XX W CHASE AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,2423,24,49,1,6,,,2005,08/17/2015 03:03:40 PM,,,
19573,4817599,HM429852,10/01/2005 09:00:00 AM,036XX E 114TH ST,890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",False,False,433,4,10,52,6,,,2005,08/17/2015 03:03:40 PM,,,
41250,4733240,HM341649,10/01/2005 09:00:00 AM,017XX N MOHAWK ST,890,THEFT,FROM BUILDING,RESIDENCE,False,False,1813,18,43,7,6,1172336,1911781,2005,04/15/2016 08:55:02 AM,41.913373827,-87.642302586,"(41.913373827, -87.642302586)"
46258,4859921,HM464837,10/01/2005 09:00:00 AM,100XX S ST LAWRENCE AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,511,5,9,49,6,,,2005,08/17/2015 03:03:40 PM,,,
52182,4868905,HM483023,10/01/2005 09:00:00 AM,026XX N LAKEVIEW AVE,890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,False,False,2333,19,43,7,6,,,2005,08/17/2015 03:03:40 PM,,,
52302,4869116,HM482965,10/01/2005 09:00:00 AM,026XX W JACKSON BLVD,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1125,11,28,27,6,,,2005,08/17/2015 03:03:40 PM,,,
24565,4710000,HM313849,10/01/2005 10:00:00 AM,014XX N LECLAIRE AVE,890,THEFT,FROM BUILDING,RESIDENCE,False,False,2533,25,37,25,6,1142106,1909141,2005,04/15/2016 08:55:02 AM,41.906744028,-87.753427608,"(41.906744028, -87.753427608)"
17202,4698614,HL646496,10/01/2005 10:09:00 AM,007XX N MICHIGAN AVE,488,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDGUN,OTHER,False,False,1834,18,42,8,04B,1177303,1905177,2005,04/15/2016 08:55:02 AM,41.895140898,-87.624255632,"(41.895140898, -87.624255632)"
10338,4688485,HM283522,10/01/2005 12:00:00 AM,071XX S GREEN ST,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,False,733,7,6,68,2,1171873,1857459,2005,04/15/2016 08:55:02 AM,41.764319754,-87.645601453,"(41.764319754, -87.645601453)"
38074,4728427,HM337128,10/01/2005 12:00:00 AM,031XX W CERMAK RD,810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,1033,10,24,30,6,1155544,1889204,2005,04/15/2016 08:55:02 AM,41.851774992,-87.704600542,"(41.851774992, -87.704600542)"
42218,4734666,HM341433,10/01/2005 12:00:00 AM,065XX S CAMPBELL AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,832,8,15,66,6,1160833,1861217,2005,04/15/2016 08:55:02 AM,41.774867339,-87.685962317,"(41.774867339, -87.685962317)"
43704,4737097,HM340738,10/01/2005 12:00:00 AM,023XX N WESTERN AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,False,False,1431,14,1,22,11,1159981,1915316,2005,04/15/2016 08:55:02 AM,41.923338311,-87.687594371,"(41.923338311, -87.687594371)"
56646,4756070,HM367766,10/01/2005 12:00:00 AM,012XX N NOBLE ST,560,ASSAULT,SIMPLE,"SCHOOL, PRIVATE, BUILDING",False,False,1433,14,32,24,08A,1166821,1908597,2005,04/15/2016 08:55:02 AM,41.904756873,-87.662654879,"(41.904756873, -87.662654879)"
59832,4761559,HM373241,10/01/2005 12:00:00 AM,056XX S KILDARE AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,813,8,13,62,6,1148663,1866811,2005,04/15/2016 08:55:02 AM,41.790460904,-87.730432505,"(41.790460904, -87.730432505)"
6817,4682897,HM286050,10/01/2005 12:00:00 PM,028XX W 25TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,1033,10,12,30,26,1157808,1887276,2005,04/15/2016 08:55:02 AM,41.846438558,-87.696343536,"(41.846438558, -87.696343536)"
32085,4720219,HM326649,10/01/2005 12:00:00 PM,097XX S MERRION AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,431,4,7,51,6,1192688,1840647,2005,04/15/2016 08:55:02 AM,41.71770413,-87.569856983,"(41.71770413, -87.569856983)"
24721,4710244,HM314139,10/01/2005 12:01:00 AM,026XX S HARDING AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,False,1031,10,22,30,2,1150468,1886175,2005,04/15/2016 08:55:02 AM,41.843563512,-87.723309882,"(41.843563512, -87.723309882)"
37686,4846082,HM452250,10/01/2005 12:01:00 AM,059XX S RACINE AVE,820,THEFT,$500 AND UNDER,OTHER,False,False,713,7,16,67,6,,,2005,08/17/2015 03:03:40 PM,,,
43694,4855437,HM469766,10/01/2005 12:01:00 AM,054XX S KILBOURN AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,815,8,23,62,6,,,2005,08/17/2015 03:03:40 PM,,,
482,4674295,HM275690,10/02/2005 01:00:00 AM,007XX N SACRAMENTO BLVD,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,1313,12,27,23,6,1156097,1904592,2005,04/15/2016 08:55:02 AM,41.893990113,-87.702155577,"(41.893990113, -87.702155577)"
3916,4678756,HL648002,10/02/2005 01:41:00 AM,017XX N LONG AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,False,False,2532,25,37,25,04B,1140128,1911086,2005,04/15/2016 08:55:02 AM,41.912117796,-87.760646006,"(41.912117796, -87.760646006)"
31210,4718990,HL649673,10/03/2005 01:01:00 AM,056XX S MERRIMAC AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,811,8,23,56,14,1135677,1866486,2005,04/15/2016 08:55:02 AM,41.789809076,-87.778057485,"(41.789809076, -87.778057485)"
48507,4744101,HM354323,10/03/2005 12:00:00 PM,0000X E LAKE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,122,1,42,32,26,1176931,1901744,2005,04/15/2016 08:55:02 AM,41.885728999,-87.625725853,"(41.885728999, -87.625725853)"
14433,4694425,HM298341,10/03/2005 12:01:00 AM,069XX S FAIRFIELD AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,"SCHOOL, PUBLIC, BUILDING",False,False,831,8,18,66,17,1159236,1858608,2005,04/15/2016 08:55:02 AM,41.767740703,-87.691888057,"(41.767740703, -87.691888057)"
20798,4819750,HM430740,10/03/2005 12:01:00 AM,063XX S VERNON AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,CONVENIENCE STORE,False,False,312,3,20,42,10,,,2005,08/17/2015 03:03:40 PM,,,
1498,4787309,HL652627,10/04/2005 10:40:00 AM,0000X S LA SALLE ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,OTHER,False,False,112,1,42,32,11,,,2005,08/17/2015 03:03:40 PM,,,
54521,4752828,HL655434,10/05/2005 03:40:00 PM,013XX E 50TH ST,330,ROBBERY,AGGRAVATED,STREET,True,False,2124,2,4,39,3,1185604,1872106,2005,04/15/2016 08:55:02 AM,41.804200064,-87.594813277,"(41.804200064, -87.594813277)"
5798,4681398,HL655458,10/05/2005 04:00:00 PM,066XX S WESTERN AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,True,False,832,8,15,66,26,1161514,1860656,2005,04/15/2016 08:55:02 AM,41.773313782,-87.683481398,"(41.773313782, -87.683481398)"
867,4786596,HL655523,10/05/2005 05:32:26 PM,003XX E 29TH ST,1661,GAMBLING,GAME/DICE,PARK PROPERTY,True,False,2112,2,2,35,19,,,2005,08/17/2015 03:03:40 PM,,,
17211,4698626,HL655895,10/05/2005 09:00:27 PM,009XX N HUDSON AVE,560,ASSAULT,SIMPLE,OTHER,False,False,1823,18,27,8,08A,1172994,1906922,2005,04/15/2016 08:55:02 AM,41.900025907,-87.640029534,"(41.900025907, -87.640029534)"
47436,4862018,HM475799,10/05/2005 12:00:00 PM,021XX S MILLARD AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,1014,10,24,29,6,,,2005,08/17/2015 03:03:40 PM,,,
30400,4717920,HM317690,10/06/2005 01:00:00 PM,003XX W WACKER DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,False,False,111,1,42,32,11,1174120,1901942,2005,04/15/2016 08:55:02 AM,41.886335464,-87.636042402,"(41.886335464, -87.636042402)"
59635,4880863,HM486631,10/06/2005 02:30:00 PM,014XX N SEDGWICK ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,1821,18,27,8,6,,,2005,08/17/2015 03:03:40 PM,,,
31216,4718998,HL658398,10/07/2005 03:50:00 AM,060XX S TALMAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,825,8,15,66,08B,1159741,1864571,2005,04/15/2016 08:55:02 AM,41.784093674,-87.689873451,"(41.784093674, -87.689873451)"
18914,4816477,HM425689,10/07/2005 11:09:00 PM,023XX S CANAL ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,923,9,25,34,6,,,2005,08/17/2015 03:03:40 PM,,,
42210,4734652,HL660467,10/08/2005 01:44:18 AM,062XX S FAIRFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,825,8,15,66,14,1159112,1863257,2005,04/15/2016 08:55:02 AM,41.780500767,-87.69221554,"(41.780500767, -87.69221554)"
24724,4825792,HL661539,10/08/2005 04:49:47 PM,079XX S BURNHAM AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,422,4,7,46,3,,,2005,08/17/2015 03:03:40 PM,,,
42216,4734663,HL661746,10/08/2005 07:01:00 PM,053XX S LOCKWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,814,8,23,56,14,1141932,1868804,2005,04/15/2016 08:55:02 AM,41.796056908,-87.75506462,"(41.796056908, -87.75506462)"
27599,4830405,HM442491,10/08/2005 09:00:00 AM,020XX W 68TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,726,7,17,67,26,,,2005,08/17/2015 03:03:40 PM,,,
45102,4738974,HM348683,10/08/2005 12:00:00 PM,079XX S GREENWOOD AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,624,6,8,44,6,1184931,1852521,2005,04/15/2016 08:55:02 AM,41.750472935,-87.597895771,"(41.750472935, -87.597895771)"
42222,4734675,HL663547,10/09/2005 06:35:00 PM,067XX S OAKLEY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,832,8,17,66,08B,1162225,1860013,2005,04/15/2016 08:55:02 AM,41.771534528,-87.680892907,"(41.771534528, -87.680892907)"
21370,4704816,HL663978,10/09/2005 09:30:00 PM,064XX S KENWOOD AVE,460,BATTERY,SIMPLE,STREET,False,False,314,3,20,42,08B,1186179,1862494,2005,04/15/2016 08:55:02 AM,41.777810401,-87.593008043,"(41.777810401, -87.593008043)"
27675,4714390,HM319680,10/10/2005 06:00:00 PM,014XX S KEDVALE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,1011,10,24,29,5,1148951,1892772,2005,04/15/2016 08:55:02 AM,41.861695944,-87.728706536,"(41.861695944, -87.728706536)"
8571,4685734,HM286472,10/10/2005 10:30:00 AM,081XX S BISHOP ST,890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",False,False,614,6,21,71,6,1168085,1850698,2005,04/15/2016 08:55:02 AM,41.745848924,-87.659679467,"(41.745848924, -87.659679467)"
22460,4822280,HL666814,10/11/2005 03:35:34 PM,089XX S ESSEX AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,423,4,7,48,14,,,2005,08/17/2015 03:03:40 PM,,,
6208,4682090,HL667480,10/11/2005 09:54:00 PM,024XX S OAKLEY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1034,10,25,31,08B,1161426,1887578,2005,04/15/2016 08:55:02 AM,41.84719287,-87.683057235,"(41.84719287, -87.683057235)"
29041,4716169,HM312475,10/11/2005 12:01:00 AM,021XX W WAVELAND AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1912,19,47,5,6,1161508,1924550,2005,04/15/2016 08:55:02 AM,41.948645282,-87.68172574,"(41.948645282, -87.68172574)"
52674,4750483,HL668777,10/12/2005 03:19:36 PM,075XX S STONY ISLAND AVE,460,BATTERY,SIMPLE,STREET,False,False,411,4,5,43,08B,1188116,1855487,2005,04/15/2016 08:55:02 AM,41.758536614,-87.586130225,"(41.758536614, -87.586130225)"
54591,4873051,HM485065,10/12/2005 07:00:00 AM,075XX S STONY ISLAND AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,HOSPITAL BUILDING/GROUNDS,False,False,411,4,8,43,17,,,2005,08/17/2015 03:03:40 PM,,,
42228,4734685,HL669537,10/12/2005 09:22:00 PM,073XX S CLAREMONT AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,False,False,835,8,18,66,04B,1162005,1856032,2005,04/15/2016 08:55:02 AM,41.760614673,-87.681809894,"(41.760614673, -87.681809894)"
42239,4734703,HL671504,10/13/2005 07:39:00 PM,049XX S KEATING AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,815,8,23,56,5,1145526,1871478,2005,04/15/2016 08:55:02 AM,41.803327686,-87.741817501,"(41.803327686, -87.741817501)"
43297,4736440,HM345614,10/13/2005 09:00:00 AM,049XX N KEDZIE AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,1713,17,39,14,6,1154153,1932617,2005,04/15/2016 08:55:02 AM,41.970931904,-87.708545227,"(41.970931904, -87.708545227)"
2234,4788697,HM386803,10/14/2005 09:00:00 AM,072XX S BELL AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,False,832,8,18,66,10,,,2005,08/17/2015 03:03:40 PM,,,
19187,4701394,HM306111,10/14/2005 10:00:00 PM,004XX S JEFFERSON ST,890,THEFT,FROM BUILDING,RESIDENCE,False,False,131,1,2,28,6,1172395,1898264,2005,04/15/2016 08:55:02 AM,41.87628108,-87.642485683,"(41.87628108, -87.642485683)"
37406,4727523,HM336273,10/15/2005 05:00:00 PM,064XX S MORGAN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,723,7,16,68,26,1170751,1862137,2005,04/15/2016 08:55:02 AM,41.777181302,-87.649577547,"(41.777181302, -87.649577547)"
38009,4846541,HM460039,10/15/2005 05:00:00 PM,045XX W CERMAK RD,890,THEFT,FROM BUILDING,WAREHOUSE,False,False,1012,10,24,29,6,,,2005,08/17/2015 03:03:40 PM,,,
56926,4756577,HM368456,10/15/2005 09:00:00 AM,079XX S EMERALD AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,621,6,17,71,11,1172682,1852126,2005,04/15/2016 08:55:02 AM,41.749667547,-87.64279317,"(41.749667547, -87.64279317)"
15153,4695447,HM296036,10/15/2005 12:00:00 AM,011XX W GRAND AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,False,1323,12,27,24,10,1168869,1903637,2005,04/15/2016 08:55:02 AM,41.891102127,-87.655276009,"(41.891102127, -87.655276009)"
10734,4802865,HM416696,10/15/2005 12:00:00 PM,008XX E 90TH ST,460,BATTERY,SIMPLE,STREET,False,True,633,6,8,44,08B,,,2005,08/17/2015 03:03:40 PM,,,
12949,4692301,HM296740,10/15/2005 12:00:00 PM,055XX S OAKLEY AVE,810,THEFT,OVER $500,WAREHOUSE,False,False,824,8,16,63,6,1162062,1867900,2005,04/15/2016 08:55:02 AM,41.79318091,-87.681271171,"(41.79318091, -87.681271171)"
25058,4710884,HM315642,10/15/2005 12:00:00 PM,038XX W POLK ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1133,11,24,26,6,1150880,1896091,2005,04/15/2016 08:55:02 AM,41.870766167,-87.721538626,"(41.870766167, -87.721538626)"
29478,4716714,HM323246,10/17/2005 03:00:00 PM,010XX W 59TH ST,890,THEFT,FROM BUILDING,TAVERN/LIQUOR STORE,False,False,712,7,16,68,6,1170225,1865686,2005,04/15/2016 08:55:02 AM,41.786931638,-87.651402671,"(41.786931638, -87.651402671)"
14947,4695121,HL680723,10/18/2005 02:04:24 PM,015XX N HALSTED ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1822,18,27,8,6,1170723,1910677,2005,04/15/2016 08:55:02 AM,41.9103799,-87.648260756,"(41.9103799, -87.648260756)"
42251,4734722,HL679868,10/18/2005 05:05:00 AM,035XX W 75TH ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,False,835,8,18,70,5,1154152,1854626,2005,04/15/2016 08:55:02 AM,41.756915991,-87.710629033,"(41.756915991, -87.710629033)"
42258,4734733,HL683267,10/18/2005 12:00:00 AM,073XX S MAPLEWOOD AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,False,False,835,8,18,66,04B,1160644,1855993,2005,04/15/2016 08:55:02 AM,41.76053583,-87.686799119,"(41.76053583, -87.686799119)"
9401,4687020,HM288605,10/18/2005 12:01:00 AM,056XX W LAKE ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,BANK,False,False,1512,15,29,25,6,1138440,1902209,2005,04/15/2016 08:55:02 AM,41.887788986,-87.767062592,"(41.887788986, -87.767062592)"
13513,4692853,HM296261,10/19/2005 02:00:00 PM,040XX W DEVON AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,WAREHOUSE,False,False,1711,17,39,12,11,1148465,1942148,2005,04/15/2016 08:55:02 AM,41.997197492,-87.729213498,"(41.997197492, -87.729213498)"
16266,4697150,HL683147,10/19/2005 04:31:43 PM,014XX N LARRABEE ST,620,BURGLARY,UNLAWFUL ENTRY,OTHER,False,False,1822,18,27,8,5,1172070,1909757,2005,04/15/2016 08:55:02 AM,41.907825743,-87.643339622,"(41.907825743, -87.643339622)"
